siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 00:00",0.16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 00:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 01:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 01:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 01:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 01:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 01:00",0.16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 01:00",52
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 02:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 02:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 02:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 02:00",53
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 02:00",0.15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 02:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 03:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 03:00",1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 03:00",53
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 03:00",0.14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 03:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 03:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 04:00",0.16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 04:00",53
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 04:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 04:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 04:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 04:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 05:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 05:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 05:00",3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 05:00",47
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 05:00",0.23
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 05:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 06:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 06:00",46
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 06:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 06:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 06:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 06:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 07:00",45
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 07:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 07:00",0.37
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 07:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 07:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 07:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 08:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 08:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 08:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 08:00",0.37
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 08:00",47
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 08:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 09:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 09:00",50
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 09:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 09:00",11
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 09:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 09:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 10:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 10:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 10:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 10:00",53
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 10:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 10:00",10
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 11:00",0.19
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 11:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 11:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 11:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 11:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 11:00",55
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 12:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 12:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 12:00",54
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 12:00",0.19
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 12:00",0.1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 12:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 13:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 13:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 13:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 13:00",3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 13:00",53
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 13:00",0.18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 14:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 14:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 14:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 14:00",0.17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 14:00",55
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 14:00",8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 15:00",0.18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 15:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 15:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 15:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 15:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 15:00",54
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 16:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 16:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 16:00",51
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 16:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 16:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 16:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 17:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 17:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 17:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 17:00",49
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 17:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 17:00",9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 18:00",0.28
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 18:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 18:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 18:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 18:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 18:00",49
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 19:00",0.34
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 19:00",0.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 19:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 19:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 19:00",15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 19:00",40
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 20:00",0.34
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 20:00",1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 20:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 20:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 20:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 20:00",40
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 21:00",0.34
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 21:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 21:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 21:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 21:00",34
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 21:00",1.2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 22:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 22:00",1.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 22:00",0.31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 22:00",36
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 22:00",18
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 22:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-10 23:00",0.8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 23:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 23:00",10
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 23:00",19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 23:00",38
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-10 23:00",0.26
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 00:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 00:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 00:00",19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 00:00",39
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 00:00",0.21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 00:00",1.8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 01:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 01:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 01:00",0.18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 01:00",41
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 01:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 01:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 02:00",45
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 02:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 02:00",0.16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 02:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 02:00",13
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 02:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 03:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 03:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 03:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 03:00",11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 03:00",45
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 03:00",0.16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 04:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 04:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 04:00",14
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 04:00",42
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 04:00",0.16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 04:00",0.4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 05:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 05:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 05:00",0.17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 05:00",45
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 05:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 05:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 06:00",43
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 06:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 06:00",0.25
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 06:00",0.5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 06:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 06:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 07:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 07:00",0.36
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 07:00",40
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 07:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 07:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 07:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 08:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 08:00",0.36
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 08:00",39
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 08:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 08:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 08:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 09:00",0.4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 09:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 09:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 09:00",11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 09:00",37
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 09:00",0.32
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 10:00",0.28
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 10:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 10:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 10:00",34
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 10:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 10:00",18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 11:00",32
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 11:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 11:00",20
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 11:00",11
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 11:00",0.36
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 11:00",0.3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 12:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 12:00",38
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 12:00",0.32
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 12:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 12:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 12:00",17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 13:00",42
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 13:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 13:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 13:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 13:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 13:00",0.26
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 14:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 14:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 14:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 14:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 14:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 14:00",41
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 15:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 15:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 15:00",40
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 15:00",0.26
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 15:00",0.5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 15:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 16:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 16:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 16:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 16:00",39
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 16:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 16:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 17:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 17:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 17:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 17:00",0.4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 17:00",35
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 17:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 18:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 18:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 18:00",0.37
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 18:00",34
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 18:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 18:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 19:00",1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 19:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 19:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 19:00",7
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 19:00",27
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 19:00",0.38
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 20:00",1.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 20:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 20:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 20:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 20:00",26
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 20:00",0.37
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 21:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 21:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 21:00",31
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 21:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 21:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 21:00",3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 22:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 22:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 22:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 22:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 22:00",36
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 22:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-11 23:00",40
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-11 23:00",0.19
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-11 23:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-11 23:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-11 23:00",3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-11 23:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 00:00",0.18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 00:00",1.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 00:00",39
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 00:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 00:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 00:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 01:00",0.16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 01:00",2.1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 01:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 01:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 01:00",8
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 01:00",38
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 02:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 02:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 02:00",2.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 02:00",0.16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 02:00",36
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 02:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 03:00",1.8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 03:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 03:00",6
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 03:00",7
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 03:00",37
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 03:00",0.15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 04:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 04:00",0.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 04:00",0.15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 04:00",37
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 04:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 04:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 05:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 05:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 05:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 05:00",32
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 05:00",5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 05:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 06:00",15
