siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 19:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 19:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 19:00",0.32
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 19:00",37
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 19:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 19:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 20:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 20:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 20:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 20:00",31
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 20:00",0.25
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 20:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 21:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 21:00",0.26
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 21:00",3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 21:00",31
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 21:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 21:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 22:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 22:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 22:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 22:00",0.3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 22:00",25
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 22:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-07 23:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-07 23:00",0.5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-07 23:00",21
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-07 23:00",0.31
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-07 23:00",14
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-07 23:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 00:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 00:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 00:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 00:00",0.34
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 00:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 00:00",16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 01:00",14
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 01:00",0.24
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 01:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 01:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 01:00",11
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 01:00",19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 02:00",3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 02:00",0.21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 02:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 02:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 02:00",18
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 02:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 03:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 03:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 03:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 03:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 03:00",12
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 03:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 04:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 04:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 04:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 04:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 04:00",17
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 04:00",5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 05:00",0.19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 05:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 05:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 05:00",16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 05:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 05:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 06:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 06:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 06:00",0.31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 06:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 06:00",14
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 06:00",12
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 07:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 07:00",0.9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 07:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 07:00",18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 07:00",27
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 07:00",0.64
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 08:00",19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 08:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 08:00",0.8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 08:00",0.54
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 08:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 08:00",24
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 09:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 09:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 09:00",6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 09:00",0.36
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 09:00",26
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 09:00",21
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 10:00",0.26
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 10:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 10:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 10:00",15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 10:00",44
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 10:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 11:00",0.25
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 11:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 11:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 11:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 11:00",11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 11:00",62
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 12:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 12:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 12:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 12:00",54
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 12:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 12:00",11
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 13:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 13:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 13:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 13:00",45
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 13:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 13:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 14:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 14:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 14:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 14:00",2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 14:00",39
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 14:00",0.28
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 15:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 15:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 15:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 15:00",39
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 15:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 15:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 16:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 16:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 16:00",0.37
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 16:00",38
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 16:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 16:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 17:00",4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 17:00",0.49
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 17:00",30
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 17:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 17:00",21
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 17:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 18:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 18:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 18:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 18:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 18:00",30
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 18:00",0.42
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 19:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 19:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 19:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 19:00",32
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 19:00",0.37
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 19:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 20:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 20:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 20:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 20:00",2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 20:00",32
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 20:00",0.38
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 21:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 21:00",30
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 21:00",8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 21:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 21:00",2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 21:00",0.35
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 22:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 22:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 22:00",30
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 22:00",8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 22:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 22:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-08 23:00",0.5
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-08 23:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-08 23:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-08 23:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-08 23:00",35
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-08 23:00",0.25
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 00:00",6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 00:00",30
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 00:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 00:00",9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 00:00",0.28
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 00:00",0
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 01:00",10
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 01:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 01:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 01:00",24
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 01:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 01:00",4
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 02:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 02:00",0.25
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 02:00",27
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 02:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 02:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 02:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 03:00",1.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 03:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 03:00",27
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 03:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 03:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 03:00",1
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 04:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 04:00",2.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 04:00",0.25
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 04:00",28
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 04:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 04:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 05:00",1.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 05:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 05:00",35
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 05:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 05:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 05:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 06:00",1.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 06:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 06:00",40
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 06:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 06:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 06:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 07:00",1.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 07:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 07:00",46
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 07:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 07:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 07:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 08:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 08:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 08:00",50
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 08:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 08:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 08:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 09:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 09:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 09:00",51
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 09:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 09:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 09:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 10:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 10:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 10:00",6
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 10:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 10:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 10:00",0.21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 11:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 11:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 11:00",1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 11:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 11:00",0.2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 11:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 12:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 12:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 12:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 12:00",0
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 12:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 12:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 13:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 13:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 13:00",0.19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 13:00",x
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 13:00",6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 13:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 14:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 14:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 14:00",x
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 14:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 14:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 14:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 15:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 15:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 15:00",39
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 15:00",10
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 15:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 15:00",1
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 16:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 16:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 16:00",0.36
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 16:00",35
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 16:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 16:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 17:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 17:00",0.4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 17:00",38
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 17:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 17:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 17:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 18:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 18:00",0.34
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 18:00",45
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 18:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 18:00",12
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 18:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 19:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 19:00",0.28
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 19:00",45
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 19:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 19:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 19:00",1
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 20:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 20:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 20:00",48
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 20:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 20:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 20:00",5
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 21:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 21:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 21:00",51
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 21:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 21:00",8
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 21:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 22:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 22:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 22:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 22:00",53
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 22:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 22:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-09 23:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-09 23:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-09 23:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-09 23:00",55
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-09 23:00",0.16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-09 23:00",0
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-10 00:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-10 00:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-10 00:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-10 00:00",53
